Action,Date,Type,ApplicationNumber,BankName,Location,City,State,County,EndCmtPd
Receipt,2020-07-27,Branch Closings,2020-SO-BranchClosing-315590,"BankUnited, NA",14817 Oak Lane,Miami Lakes,FL,Miami-Dade, 
Receipt,2020-07-27,Branch Closings,2020-WE-BranchClosing-315593,"CIT Bank, NA",95 South Lake Avenue,Pasadena,CA,Los Angeles, 
Receipt,2020-07-27,Branch Establishment,2020-LB-BranchNew-315591,"Citizens Bank, NA",One Citizens Plaza,Providence,RI,Providence,2020-08-26
Receipt,2020-07-27,Branch Closings,2020-WE-BranchClosing-315592,"Fidelity Bank, NA",100 East English Street,Wichita,KS,Sedgwick, 
Receipt,2020-07-27,Branch Establishment,2020-SO-BranchNew-315607,"First Century Bank, NA",807 Dorsey Street,Gainesville,GA,Hall,2020-08-26
Approved,2020-07-27,Branch Establishment,2020-CE-BranchNew-314990,First NB of Bellevue,120 North Street,Bellevue,OH,Huron,2020-07-18
Approved,2020-07-27,Branch Establishment,2020-LB-BranchNew-314995,Huntington NB,17 South High Street,Columbus,OH,Franklin,2020-07-19
Approved,2020-07-27,Branch Establishment,2020-LB-BranchNew-315002,Huntington NB,17 South High Street,Columbus,OH,Franklin,2020-07-19
Approved,2020-07-27,Relocation,2020-SO-Relocation-315293,Lamar NB,200 S. Collegiate Drive,Paris,TX,Lamar,2020-07-25
Consummated/Effective,2020-07-27,Relocation,2020-WE-Relocation-313137,Lincoln FSB of NE,1101 N St,Lincoln,NE,Lancaster,2020-03-13
Consummated/Effective,2020-07-27,Relocation,2020-LB-Relocation-314217,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle,2020-05-24
Approved,2020-07-27,Branch Establishment,2020-LB-BranchNew-315013,U.S. Bank NA,425 Walnut Street,Cincinnati,OH,Hamilton,2020-07-20
Consummated/Effective,2020-07-27,Relocation,2020-LB-Relocation-314081,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha,2020-05-03
Consummated/Effective,2020-07-27,Relocation,2020-LB-Relocation-314205,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha,2020-05-11
Receipt,2020-07-28,Branch Establishment,2020-CE-BranchNew-315602,"CNB Bank & Trust, NA",West Side Square,Carlinville,IL,Macoupin,2020-08-26
Receipt,2020-07-28,Branch Establishment,2020-LB-BranchNew-315578,"Fifth Third Bank, NA",38 Fountain Square Plaza,Cincinnati,OH,Hamilton,2020-08-27
Consummated/Effective,2020-07-28,Relocation,2018-SO-Relocation-304309,First NB of Stanton,119 N. St. Peter,Stanton,TX,Martin,2018-07-30
Receipt,2020-07-28,Branch Closings,2020-LB-BranchClosing-315608,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware, 
Receipt,2020-07-28,Branch Closings,2020-LB-BranchClosing-315609,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware, 
Receipt,2020-07-28,Branch Closings,2020-LB-BranchClosing-315610,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware, 
Receipt,2020-07-28,Branch Closings,2020-LB-BranchClosing-315611,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware, 
Receipt,2020-07-28,Branch Closings,2020-LB-BranchClosing-315612,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware, 
Receipt,2020-07-28,Branch Closings,2020-LB-BranchClosing-315613,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware, 
Receipt,2020-07-28,Branch Closings,2020-LB-BranchClosing-315614,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware, 
Receipt,2020-07-28,Branch Closings,2020-LB-BranchClosing-315615,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware, 
Receipt,2020-07-28,Branch Closings,2020-LB-BranchClosing-315617,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware, 
Receipt,2020-07-28,Branch Closings,2020-LB-BranchClosing-315621,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware, 
Approved,2020-07-28,Branch Establishment,2020-LB-BranchNew-315028,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware,2020-07-24
Consummated/Effective,2020-07-28,Branch Establishment,2020-LB-BranchNew-313222,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle,2020-03-22
Consummated/Effective,2020-07-28,Branch Establishment,2020-LB-BranchNew-313494,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle,2020-03-29
Approved,2020-07-28,Branch Establishment,2020-LB-BranchNew-315001,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha,2020-07-22
Receipt,2020-07-28,Branch Establishment,2020-LB-BranchNew-315622,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha,2020-08-28
Receipt,2020-07-28,Branch Establishment,2020-LB-BranchNew-315623,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha,2020-08-28
Receipt,2020-07-28,Branch Closings,2020-WE-BranchClosing-315620,"Zions Bancorporation, NA",One South Main Street,Salt Lake City,UT,Salt Lake, 
Approved,2020-07-29,New Bank Charter,2020-SO-Charter-314136,"Agility Bank, NA",2222 North Shepherd,Houston,TX, ,2020-05-03
Consummated/Effective,2020-07-29,Branch Establishment,2019-NE-BranchNew-307848,City NB,555 South Flower Street,Los Angeles,CA,Los Angeles,2019-04-24
Consummated/Effective,2020-07-29,Branch Establishment,2019-NE-BranchNew-308248,City NB,555 South Flower Street,Los Angeles,CA,Los Angeles,2019-05-01
Approved,2020-07-30,Relocation,2020-NE-Relocation-314979,Valley NB,615 Main Avenue,Passaic,NJ,Passaic,2020-07-23
Approved,2020-07-31,Branch Establishment,2020-LB-BranchNew-315048,"Bank of America, NA","100 North Tryon Street, Suite 170",Charlotte,NC,Mecklenburg,2020-07-26
Approved,2020-07-31,Branch Establishment,2020-LB-BranchNew-315062,"Bank of America, NA","100 North Tryon Street, Suite 170",Charlotte,NC,Mecklenburg,2020-07-29
Approved,2020-07-31,Relocation,2020-LB-Relocation-315247,"MUFG Union Bank, NA","350 California Street , 1st Floor",San Francisco,CA,San Francisco,2020-07-22
Approved,2020-07-31,Relocation,2020-CE-Relocation-315330,Resource Bank NA,555 Bethany Road,Dekalb,IL,Dekalb,2020-07-30
Consummated/Effective,2020-07-31,Relocation,2020-CE-Relocation-315330,Resource Bank NA,555 Bethany Road,Dekalb,IL,Dekalb,2020-07-30
Consummated/Effective,2020-07-31,Relocation,2020-NE-Relocation-314979,Valley NB,615 Main Avenue,Passaic,NJ,Passaic,2020-07-23
