Action,Date,Type,ApplicationNumber,BranchName,Location,City,State,County,EndCmtPd
Receipt,2020-07-24,Branch Establishment,2020-CE-BranchNew-315665,Dover OH Branch,141 West Ohio Avenue,Dover,OH,Tuscarawas,2020-08-16
Receipt,2020-07-24,Branch Closings,2020-LB-BranchClosing-315557,East Flushing,196-03 NORTHERN BOULEVARD,FLUSHING,NY,Queens, 
Receipt,2020-07-24,Branch Establishment,2020-LB-BranchNew-315555,Flushing Northern Boulevard,14476 Northern Boulevard,Flushing,NY,Queens,2020-08-23
Receipt,2020-07-24,Branch Closings,2020-LB-BranchClosing-315569,Green Valley,151 W. ESPERANZA BOULEVARD,GREEN VALLEY,AZ,Pima, 
Receipt,2020-07-24,Branch Closings,2020-LB-BranchClosing-315567,Hillsboro Fred Meyer,"6495 SE TUALATIN VALLEY HIGHWAY, SUITE A",HILLSBORO,OR,Washington, 
Receipt,2020-07-24,Branch Closings,2020-LB-BranchClosing-315566,Lincoln Square Banking Center,4711 NORTH LINCOLN AVENUE,CHICAGO,IL,Cook, 
Receipt,2020-07-24,Branch Closings,2020-LB-BranchClosing-315568,Marathon Parkway,5621 MARATHON PKWY,LITTLE NECK,NY,Queens, 
Receipt,2020-07-24,Branch Closings,2020-LB-BranchClosing-315574,Pierson and W 16th Street,20 WEST 16TH STREET,INDIANAPOLIS,IN,Marion, 
Receipt,2020-07-24,Branch Closings,2020-LB-BranchClosing-315572,Salmon Bay Fred Meyer,915 NW 45TH ST,SEATTLE,WA,King, 
Receipt,2020-07-24,Branch Closings,2020-LB-BranchClosing-315558,Sandy Fred Meyer,"16625 SE 362ND DR, STE A",SANDY,OR,Clackamas, 
Receipt,2020-07-24,Branch Closings,2020-LB-BranchClosing-315564,Santa Monica & Overland Banking Center,"10700 SANTA MONICA BOULEVARD, SUITE 100",LOS ANGELES,CA,Los Angeles, 
Receipt,2020-07-24,Branch Closings,2020-LB-BranchClosing-315565,South Hill Fred Meyer,"17404 MERIDIAN AVE E, STE A",PUYALLUP,WA,Pierce, 
Consummated/Effective,2020-07-24,Branch Closings,2020-LB-BranchClosing-314212,South Park Branch,2777 SOUTH PARK ROAD,BETHEL PARK,PA,Allegheny, 
Receipt,2020-07-24,Branch Closings,2020-LB-BranchClosing-315573,Speedway & Pantano Frys,7812 EAST SPEEDWAY BOULEVARD,TUCSON,AZ,Pima, 
Receipt,2020-07-24,Branch Establishment,2020-LB-BranchNew-315548,US 380 and Beauchamp,SWC US 380 and Beauchamp Blvd,Princeton,TX,Collin,2020-08-22
Receipt,2020-07-24,Branch Closings,2020-LB-BranchClosing-315576,Vancouver Mall,8203 NE VANCOUVER MALL DR,VANCOUVER,WA,Clark, 
Consummated/Effective,2020-07-27,Relocation,2020-WE-Relocation-313137, , , , , ,2020-03-13
Receipt,2020-07-27,Branch Establishment,2020-LB-BranchNew-315591,1835 Market Street,1835 Market Street,Philadelphia,PA,Philadelphia,2020-08-26
Consummated/Effective,2020-07-27,Relocation,2020-LB-Relocation-314217,Bethel Park,5035 LIBRARY ROAD,BETHEL PARK PA,PA,Allegheny,2020-05-24
Consummated/Effective,2020-07-27,Relocation,2020-LB-Relocation-314205,Cache Valley Mall Branch,1320 NORTH MAIN STREET,LOGAN,UT,Cache,2020-05-11
Receipt,2020-07-27,Branch Closings,2020-WE-BranchClosing-315592,Fidelity Bk - Oklahoma City Northwest Expressway Branch,4035 Northwest Expressway,Oklahoma City,OK,Oklahoma, 
Receipt,2020-07-27,Branch Establishment,2020-SO-BranchNew-315607,"First Century Bank, Hilton Head Branch","19 Shelter Cove Lane, Suite 103",Hilton Head Island,SC,Beaufort,2020-08-26
Consummated/Effective,2020-07-27,Relocation,2020-LB-Relocation-314081,Greeley,1025 NINTH AVENUE,GREELEY,CO,Weld,2020-05-03
Approved,2020-07-27,Relocation,2020-SO-Relocation-315293,Lamar National Bank - Celina,"721 E. Pecan, Suite 100",Celina,TX,Collin,2020-07-25
Approved,2020-07-27,Branch Establishment,2020-LB-BranchNew-315013,Mound,2141 Commerce Blvd.,Mound,MN,Hennepin,2020-07-20
Receipt,2020-07-27,Branch Closings,2020-WE-BranchClosing-315593,Mutual of Omaha Bank Tower,4265 San Felipe Street,Houston,TX,Harris, 
Receipt,2020-07-27,Branch Closings,2020-SO-BranchClosing-315587,None Given,623 Fifth Avenue,New York,NY,New York, 
Approved,2020-07-27,Branch Establishment,2020-CE-BranchNew-314990,Perkins Branch,4000 Milan Road,Sandusky,OH,Erie,2020-07-18
Approved,2020-07-27,Branch Establishment,2020-LB-BranchNew-315002,Sewickley,419 Beaver Street,Sewickley,PA,Allegheny,2020-07-19
Receipt,2020-07-27,Branch Closings,2020-SO-BranchClosing-315590,Sunny Isles,17100 COLLINS AVENUE,SUNNY ISLES BEACH,FL,Miami-Dade, 
Approved,2020-07-27,Branch Establishment,2020-LB-BranchNew-314995,Woodward Corners,30955 Woodward Ave.,Royal Oak,MI,Oakland,2020-07-19
Consummated/Effective,2020-07-28,Branch Establishment,2020-LB-BranchNew-313494,Allen,829 B West Stacy Road Suite 100,Allen,TX,Collin,2020-03-29
Approved,2020-07-28,Branch Establishment,2020-LB-BranchNew-315028,Clark and Addison,SWC West Addison Street and North Clark Street,Chicago,IL,Cook,2020-07-24
Approved,2020-07-28,Branch Establishment,2020-LB-BranchNew-315001,Clemson University,720 McMillan rd,Clemson,SC,Pickens,2020-07-22
Receipt,2020-07-28,Branch Establishment,2020-CE-BranchNew-315602,CNB Edwardsville,212 Evergreen Lane,Glen Carbon,IL,Madison,2020-08-26
Consummated/Effective,2020-07-28,Branch Establishment,2020-LB-BranchNew-313222,Cool Springs,1556 W McEwen Dr Ste 124,Franklin,TN,Williamson,2020-03-22
Receipt,2020-07-28,Branch Closings,2020-LB-BranchClosing-315608,East Salem Fred Meyer,3740 MARKET ST NE,SALEM,OR,Marion, 
Consummated/Effective,2020-07-28,Relocation,2018-SO-Relocation-304309,First National Bank of Stanton,"200 NORTH LORAINE, SUITE 1200",MIDLAND,TX,Midland,2018-07-30
Receipt,2020-07-28,Branch Closings,2020-LB-BranchClosing-315612,Franklin Fred Meyer,5120 W FRANKLIN RD,BOISE,ID,Ada, 
Receipt,2020-07-28,Branch Establishment,2020-LB-BranchNew-315623,Georgetown,1329 Wisconsin Ave NW,Washington,DC,District of Columbia,2020-08-28
Receipt,2020-07-28,Branch Closings,2020-LB-BranchClosing-315621,Hemlock,"349 W SAGINAW STREET, PO BOX 229",HEMLOCK,MI,Saginaw, 
Receipt,2020-07-28,Branch Closings,2020-LB-BranchClosing-315609,Milton,500 MAIN STREET EAST,MILTON,WV,Cabell, 
Receipt,2020-07-28,Branch Closings,2020-LB-BranchClosing-315614,Murphys Corner Fred Meyer,"12906 BOTHELL-EVERETT HWY, STE A",EVERETT,WA,Snohomish, 
Receipt,2020-07-28,Branch Establishment,2020-LB-BranchNew-315622,Navy Yard,99 M St SE,Washington,DC,District of Columbia,2020-08-28
Receipt,2020-07-28,Branch Closings,2020-LB-BranchClosing-315613,O'Neal,1312 O'NEAL LANE,BATON ROUGE,LA,East Baton Rouge, 
Receipt,2020-07-28,Branch Closings,2020-LB-BranchClosing-315617,Scappoose Fred Meyer,"51501 COLUMBIA RIVER HWY, STE A",SCAPPOOSE,OR,Columbia, 
Receipt,2020-07-28,Branch Closings,2020-LB-BranchClosing-315615,Town Square Bloomfield,2205 1/2 SOUTH TELEGRAPH ROAD,BLOOMFIELD HILLS,MI,Oakland, 
Receipt,2020-07-28,Branch Closings,2020-WE-BranchClosing-315620,Vernal Office,3 WEST MAIN STREET,VERNAL,UT,Uintah, 
Receipt,2020-07-28,Branch Closings,2020-LB-BranchClosing-315611,Wayne Office,608 HENDRICKS STREET,WAYNE,WV,Wayne, 
Receipt,2020-07-28,Branch Establishment,2020-LB-BranchNew-315578,Windermere BC,9168 Conroy Windermere Road,Windermere,FL,Orange,2020-08-27
Receipt,2020-07-28,Branch Closings,2020-LB-BranchClosing-315610,Wood Village Fred Meyer,"22855 NE PARK LANE, STE A",TROUTDALE,OR,Multnomah, 
Approved,2020-07-29,New Bank Charter,2020-SO-Charter-314136,"Agility Bank, NA",2222 North Shepherd,Houston,TX, ,2020-05-03
Consummated/Effective,2020-07-29,Branch Establishment,2019-NE-BranchNew-308248,Flatiron Branch,71 Fifth Avenue,New York,NY,New York,2019-05-01
Consummated/Effective,2020-07-29,Branch Establishment,2019-NE-BranchNew-307848,Park Avenue South Branch,440 Park Avenue South,New York,NY,New York,2019-04-24
Approved,2020-07-30,Relocation,2020-NE-Relocation-314979,Canal,93 CANAL ST,NEW YORK,NY,New York,2020-07-23
Consummated/Effective,2020-07-31,Relocation,2020-NE-Relocation-314979,Canal,93 CANAL ST,NEW YORK,NY,New York,2020-07-23
Approved,2020-07-31,Relocation,2020-LB-Relocation-315247,Gilroy Branch,8000 SANTA TERESA BLVD.,GILROY,CA,Santa Clara,2020-07-22
Approved,2020-07-31,Branch Establishment,2020-LB-BranchNew-315062,Hilliard,Hilliard Rome Rd and Westchester Woods Blvd,Hilliard,OH,Franklin,2020-07-29
Approved,2020-07-31,Relocation,2020-CE-Relocation-315330,Leland Branch,370 N Main Street,Leland,IL,LA Salle,2020-07-30
Consummated/Effective,2020-07-31,Relocation,2020-CE-Relocation-315330,Leland Branch,370 N Main Street,Leland,IL,LA Salle,2020-07-30
Approved,2020-07-31,Branch Establishment,2020-LB-BranchNew-315048,Summit,4023 Finn Way,Lexington,KY,Fayette,2020-07-26
